case_id,site_id,case_name,group,lat,lon,case_status,solve_iter,tier,split,max_speed,mean_speed,T_min,T_max,q_min,q_max,k_min,final_Ux,n_iterations,n_flags,flags
ct_d_fire_0013/case_ts014,ct_d_fire_0013,case_ts014,D_fire,43.72846,4.74812,solved,300,gold,val,18.39640091061712,12.488637565205625,282.06796,289.85991,0.0013833749,0.005434443,0.0076963435,0.00082579476,300,0,
ct_d_fire_0033/case_ts000,ct_d_fire_0033,case_ts000,D_fire,43.60603,2.72,early_converged,1000,gold,train,21.158951398744957,12.182369927518177,270.89749,284.28213,0.0042568915,0.0067436691,0.0050981775,0.00012448165,1000,0,
ct_d_fire_0033/case_ts001,ct_d_fire_0033,case_ts001,D_fire,43.60603,2.72,solved,300,gold,train,18.76865994886479,8.224224923153344,282.42044,289.7132,0.0025596392,0.0068979509,0.0069022749,0.0049760159,300,0,
ct_d_fire_0033/case_ts002,ct_d_fire_0033,case_ts002,D_fire,43.60603,2.72,solved,300,gold,train,24.192522994310846,6.835963108366688,283.56654,290.8128,0.0032434277,0.0087042662,0.0058844811,0.0089284516,300,0,
ct_d_fire_0033/case_ts003,ct_d_fire_0033,case_ts003,D_fire,43.60603,2.72,solved,300,gold,train,15.204097327517761,6.103558987077288,279.69845,292.76514,0.005974372,0.0092436907,0.0023088521,0.0014009257,300,0,
ct_d_fire_0033/case_ts004,ct_d_fire_0033,case_ts004,D_fire,43.60603,2.72,solved,300,gold,train,9.550422918309216,2.2377258802106277,287.90112,301.202,0.0033216446,0.010645653,0.00167144,0.0028210101,300,0,
ct_d_fire_0033/case_ts005,ct_d_fire_0033,case_ts005,D_fire,43.60603,2.72,solved,300,gold,train,7.8850404154395095,2.240158103682149,288.07235,305.82863,0.004524228,0.0090270857,0.00044910554,0.0039525585,300,0,
ct_d_fire_0033/case_ts006,ct_d_fire_0033,case_ts006,D_fire,43.60603,2.72,solved,300,gold,train,7.703263563698141,1.7095080126076958,285.20803,302.80021,0.0039732724,0.01109341,0.00038467963,0.0032001894,300,0,
ct_d_fire_0033/case_ts007,ct_d_fire_0033,case_ts007,D_fire,43.60603,2.72,solved,300,gold,train,18.15153917763712,2.815907825197206,286.47858,298.72552,0.0023114085,0.011717113,0.0022532181,0.0095172155,300,0,
ct_d_fire_0033/case_ts008,ct_d_fire_0033,case_ts008,D_fire,43.60603,2.72,solved,300,gold,train,12.953823191625505,8.736054441305479,288.20894,304.77841,0.0039871974,0.011368066,0.0028452624,0.0014502222,300,0,
ct_d_fire_0033/case_ts009,ct_d_fire_0033,case_ts009,D_fire,43.60603,2.72,solved,300,gold,train,8.85327161063228,2.444657179408012,285.76088,296.53304,0.0057630091,0.013344251,0.00061703507,0.0041606378,300,0,
ct_d_fire_0033/case_ts010,ct_d_fire_0033,case_ts010,D_fire,43.60603,2.72,solved,300,gold,train,4.326974619433607,2.1126330903656294,287.22351,301.71331,0.0029474287,0.012198834,0.0003409915,0.0030993418,300,0,
ct_d_fire_0033/case_ts011,ct_d_fire_0033,case_ts011,D_fire,43.60603,2.72,solved,300,gold,train,16.830531016448234,4.870320901568261,286.84331,304.95788,0.0057177666,0.015915565,0.0012754971,0.0043476327,300,0,
ct_d_fire_0033/case_ts012,ct_d_fire_0033,case_ts012,D_fire,43.60603,2.72,solved,300,gold,train,14.213574203394785,9.935247426207951,282.0352,299.37705,0.0058943347,0.0095200394,0.0033606501,0.0010639512,300,0,
ct_d_fire_0033/case_ts013,ct_d_fire_0033,case_ts013,D_fire,43.60603,2.72,solved,300,gold,train,10.034310602748516,2.6660623885896637,284.94461,297.7392,0.0042546909,0.013646983,0.002151174,0.0059880543,300,0,
ct_d_fire_0033/case_ts014,ct_d_fire_0033,case_ts014,D_fire,43.60603,2.72,solved,300,gold,train,15.450037765871626,7.556002716985458,272.1911,286.72538,0.0042161177,0.0083022188,0.0021892446,0.0010152175,300,0,
ct_d_fire_0053/case_ts000,ct_d_fire_0053,case_ts000,D_fire,42.43554,2.6152,early_converged,1000,gold,train,4.39890406019576,1.2354720691470902,280.0536,296.30578,0.0044127162,0.0086226646,0.00018266894,0.0039325921,1000,0,
ct_d_fire_0053/case_ts001,ct_d_fire_0053,case_ts001,D_fire,42.43554,2.6152,solved,300,gold,train,9.370409320856986,4.404991592664737,284.05445,296.37696,0.003228961,0.010170973,0.001212,0.0038710029,300,0,
ct_d_fire_0053/case_ts002,ct_d_fire_0053,case_ts002,D_fire,42.43554,2.6152,solved,300,silver,train,6.857908076994984,1.349639174929642,277.27367,292.61961,0.0047256376,0.0088993712,0.00037321509,0.010615471,300,1,Ux_residual=1.06e-02
ct_d_fire_0053/case_ts003,ct_d_fire_0053,case_ts003,D_fire,42.43554,2.6152,solved,300,silver,train,11.532104400442362,1.5092756427146807,286.5261,304.1765,0.0085607693,0.015387266,0.00015818096,0.010299379,300,1,Ux_residual=1.03e-02
ct_d_fire_0053/case_ts004,ct_d_fire_0053,case_ts004,D_fire,42.43554,2.6152,solved,300,gold,train,8.080722343409414,1.793127853800073,282.87114,296.91402,0.0059925322,0.013422517,0.00044988248,0.0028843416,300,0,
ct_d_fire_0053/case_ts005,ct_d_fire_0053,case_ts005,D_fire,42.43554,2.6152,solved,300,silver,train,11.522685783936627,1.832881823586012,280.45096,296.78042,0.0067886005,0.011198784,0.00085893583,0.010382098,300,1,Ux_residual=1.04e-02
ct_d_fire_0053/case_ts006,ct_d_fire_0053,case_ts006,D_fire,42.43554,2.6152,solved,300,gold,train,8.032665448837562,1.3902342550609799,285.85574,302.3346,0.0054224493,0.0091756454,0.00028178045,0.0049109728,300,0,
ct_d_fire_0053/case_ts007,ct_d_fire_0053,case_ts007,D_fire,42.43554,2.6152,solved,300,gold,train,9.144516442081013,1.1718023235471,285.37785,303.92774,0.005606728,0.010343697,0.00082980501,0.0086216386,300,0,
ct_d_fire_0053/case_ts008,ct_d_fire_0053,case_ts008,D_fire,42.43554,2.6152,solved,300,gold,train,9.065470015154476,1.5076102596624583,286.93455,303.31454,0.0069691887,0.014173596,0.00055270491,0.004830407,300,0,
ct_d_fire_0053/case_ts009,ct_d_fire_0053,case_ts009,D_fire,42.43554,2.6152,solved,300,gold,train,7.562594866047718,1.9187628233509308,286.61819,305.15611,0.0061527831,0.014904803,0.00038269257,0.0031571515,300,0,
ct_d_fire_0053/case_ts010,ct_d_fire_0053,case_ts010,D_fire,42.43554,2.6152,solved,300,gold,train,12.395455405006565,2.8732478642717605,287.02785,301.38317,0.0070487824,0.01716639,0.0028056557,0.007051337,300,0,
ct_d_fire_0053/case_ts011,ct_d_fire_0053,case_ts011,D_fire,42.43554,2.6152,solved,300,gold,train,7.0954895064649275,1.1678263719272732,283.22234,301.89461,0.0051872027,0.012404557,0.00060839093,0.0081886888,300,0,
ct_d_fire_0053/case_ts012,ct_d_fire_0053,case_ts012,D_fire,42.43554,2.6152,solved,300,gold,train,3.1919044412652253,0.6706599031962727,282.45222,298.39572,0.0071864363,0.015164085,0.00027395257,0.0067367368,300,0,
ct_d_fire_0053/case_ts013,ct_d_fire_0053,case_ts013,D_fire,42.43554,2.6152,solved,300,gold,train,6.951334512982505,2.537975047508232,284.93841,298.10378,0.0061535373,0.014073729,0.00079877426,0.0021762608,300,0,
ct_d_fire_0053/case_ts014,ct_d_fire_0053,case_ts014,D_fire,42.43554,2.6152,solved,300,gold,train,14.993895006323294,5.516803315048526,280.08949,290.40745,0.0012624176,0.0076408112,0.00046146412,0.0013352455,300,0,
ct_d_fire_0073/case_ts000,ct_d_fire_0073,case_ts000,D_fire,37.28537,-2.87499,early_converged,1000,gold,train,22.480371027620446,8.60960159377545,274.09195,292.54568,0.0034310322,0.0069455673,0.0033533671,0.00016430608,1000,0,
ct_d_fire_0073/case_ts001,ct_d_fire_0073,case_ts001,D_fire,37.28537,-2.87499,solved,300,gold,train,23.824591261691168,8.637428980626265,270.65426,286.46872,0.0027994588,0.0066222788,0.0015765506,0.00092043556,300,0,
ct_d_fire_0073/case_ts002,ct_d_fire_0073,case_ts002,D_fire,37.28537,-2.87499,solved,300,gold,train,7.056028048846868,4.329663735557111,283.00882,305.19127,0.0045562453,0.0055024609,0.00082345998,0.0012515586,300,0,
ct_d_fire_0073/case_ts003,ct_d_fire_0073,case_ts003,D_fire,37.28537,-2.87499,solved,300,gold,train,6.058301871658994,1.193104933127401,282.28736,302.04361,0.0050745477,0.0073005906,0.00012060829,0.007714477,300,0,
ct_d_fire_0073/case_ts004,ct_d_fire_0073,case_ts004,D_fire,37.28537,-2.87499,solved,300,gold,train,22.42734288189503,6.974873662767955,283.26513,299.9621,0.0056175522,0.0072626554,0.00090595563,0.0011436937,300,0,
ct_d_fire_0073/case_ts005,ct_d_fire_0073,case_ts005,D_fire,37.28537,-2.87499,solved,300,gold,train,19.372335674579297,9.097929933748766,280.04781,293.96918,0.00056978218,0.0072395357,0.0015769416,0.00055955632,300,0,
ct_d_fire_0073/case_ts006,ct_d_fire_0073,case_ts006,D_fire,37.28537,-2.87499,solved,300,gold,train,12.838608073475845,2.0269655704632106,275.47226,296.8773,0.0037508367,0.0075483062,0.00036940414,0.0092301351,300,0,
ct_d_fire_0073/case_ts007,ct_d_fire_0073,case_ts007,D_fire,37.28537,-2.87499,solved,300,gold,train,11.501756907498898,4.474944769560313,285.95758,293.52008,0.0012658901,0.011796606,0.0017199263,0.0050657294,300,0,
ct_d_fire_0073/case_ts008,ct_d_fire_0073,case_ts008,D_fire,37.28537,-2.87499,solved,300,gold,train,16.44078123109651,7.184717303938211,285.01767,303.58618,0.0029538797,0.006426011,0.0041144987,0.00092895739,300,0,
ct_d_fire_0073/case_ts009,ct_d_fire_0073,case_ts009,D_fire,37.28537,-2.87499,solved,300,gold,train,6.125065162415033,2.2410671333812333,285.27448,306.79721,0.0038753986,0.0080898143,0.00035014242,0.0039595446,300,0,
ct_d_fire_0073/case_ts010,ct_d_fire_0073,case_ts010,D_fire,37.28537,-2.87499,solved,300,gold,train,14.869120284052602,2.640312256792491,283.8641,300.52988,0.0052463313,0.01056165,0.0020466117,0.0072965392,300,0,
ct_d_fire_0073/case_ts011,ct_d_fire_0073,case_ts011,D_fire,37.28537,-2.87499,solved,300,gold,train,11.245042723099568,3.020169944171554,280.71412,301.92688,0.0039457494,0.005013238,0.00081828347,0.0078226943,300,0,
ct_d_fire_0073/case_ts012,ct_d_fire_0073,case_ts012,D_fire,37.28537,-2.87499,solved,300,gold,train,20.669793274330853,7.409076694420745,279.48595,294.87688,0.0074639802,0.012895397,0.00063962558,0.00085444136,300,0,
ct_d_fire_0073/case_ts013,ct_d_fire_0073,case_ts013,D_fire,37.28537,-2.87499,solved,300,gold,train,3.0358967733327895,1.689227409278759,280.88028,296.10087,0.0048317011,0.0088410721,0.00036647628,0.0021937536,300,0,
ct_d_fire_0073/case_ts014,ct_d_fire_0073,case_ts014,D_fire,37.28537,-2.87499,solved,300,gold,train,10.952294180207268,6.749984694764535,276.90568,293.37781,0.00078327717,0.0051026805,0.001915434,0.0012790965,300,0,
ct_d_fire_0093/case_ts000,ct_d_fire_0093,case_ts000,D_fire,37.9327,-7.33545,early_converged,1000,gold,test,13.977419842766817,8.247218456650703,275.57668,293.62028,0.0039334226,0.0085597641,0.0028183411,0.00017763823,1000,0,
ct_d_fire_0093/case_ts001,ct_d_fire_0093,case_ts001,D_fire,37.9327,-7.33545,solved,300,gold,test,8.726728437674906,5.132114406609941,281.35643,297.56315,0.0021182834,0.0039563238,0.0010463659,0.0022630608,300,0,
ct_d_fire_0093/case_ts002,ct_d_fire_0093,case_ts002,D_fire,37.9327,-7.33545,solved,300,gold,test,3.474418418672009,2.0837406112854975,279.1279,297.71573,0.0037833671,0.0085125971,0.00014765362,0.0019583714,300,0,
ct_d_fire_0093/case_ts003,ct_d_fire_0093,case_ts003,D_fire,37.9327,-7.33545,solved,300,gold,test,7.618963119449898,4.193253826610142,285.44546,294.54525,0.0012888974,0.0083919145,0.00045535827,0.001719974,300,0,
ct_d_fire_0093/case_ts004,ct_d_fire_0093,case_ts004,D_fire,37.9327,-7.33545,solved,300,gold,test,5.550038365837321,2.8879044046879034,289.48286,303.61429,0.0046220895,0.01075299,0.0006158139,0.0014550332,300,0,
ct_d_fire_0093/case_ts005,ct_d_fire_0093,case_ts005,D_fire,37.9327,-7.33545,solved,300,gold,test,25.620907132917957,7.376710116853419,288.08652,296.99956,0.0052927947,0.0080570905,0.0065803653,0.0047068641,300,0,
ct_d_fire_0093/case_ts006,ct_d_fire_0093,case_ts006,D_fire,37.9327,-7.33545,solved,300,gold,test,14.81427104201858,4.778682205675816,278.60447,289.77379,0.0026093373,0.010532843,0.0021643613,0.00060541802,300,0,
ct_d_fire_0093/case_ts007,ct_d_fire_0093,case_ts007,D_fire,37.9327,-7.33545,solved,300,gold,test,3.3146449614709885,2.036568519254919,287.63246,297.78274,0.0064095144,0.01102915,0.00057741079,0.002466306,300,0,
ct_d_fire_0093/case_ts008,ct_d_fire_0093,case_ts008,D_fire,37.9327,-7.33545,solved,300,gold,test,4.346775746093945,1.626697183954689,287.48607,309.66834,0.0074862459,0.01002947,0.00047431149,0.0018943398,300,0,
ct_d_fire_0093/case_ts009,ct_d_fire_0093,case_ts009,D_fire,37.9327,-7.33545,solved,300,gold,test,15.423964732505302,7.650162082054753,292.86019,298.36213,0.0035376475,0.010398,0.0063304492,0.00062538072,300,0,
ct_d_fire_0093/case_ts010,ct_d_fire_0093,case_ts010,D_fire,37.9327,-7.33545,solved,300,silver,test,21.81407872887862,6.633005141458734,287.31866,292.1156,0.003824946,0.010154973,0.0019067192,0.010625643,300,1,Ux_residual=1.06e-02
ct_d_fire_0093/case_ts011,ct_d_fire_0093,case_ts011,D_fire,37.9327,-7.33545,solved,300,gold,test,9.298663833990172,5.356483857656693,288.86907,302.51799,0.001970392,0.0055319426,0.0011362182,0.0029736656,300,0,
ct_d_fire_0093/case_ts012,ct_d_fire_0093,case_ts012,D_fire,37.9327,-7.33545,solved,300,gold,test,2.2203574450108152,0.80950297593977,288.12711,309.30758,0.0036519707,0.0061930649,0.00019201512,0.0023536416,300,0,
ct_d_fire_0093/case_ts013,ct_d_fire_0093,case_ts013,D_fire,37.9327,-7.33545,solved,300,gold,test,7.876165715393951,5.064822530546192,286.23424,301.93307,0.0024225684,0.011691946,0.00095014151,0.0010607141,300,0,
ct_d_fire_0093/case_ts014,ct_d_fire_0093,case_ts014,D_fire,37.9327,-7.33545,diverged,0,rejected,test,,,,,,,,,,0,
ct_d_fire_0113/case_ts000,ct_d_fire_0113,case_ts000,D_fire,40.29821,-7.2339,solved,300,gold,test,14.028381556963279,7.343083434446676,273.73971,291.80723,0.0048912785,0.0076588995,0.0020759681,0.00087487748,300,0,
ct_d_fire_0113/case_ts001,ct_d_fire_0113,case_ts001,D_fire,40.29821,-7.2339,solved,300,gold,test,9.515807574213738,2.5819892294698423,276.07047,290.34725,0.0029908915,0.0098370175,0.00067830908,0.0067478243,300,0,
ct_d_fire_0113/case_ts002,ct_d_fire_0113,case_ts002,D_fire,40.29821,-7.2339,solved,300,gold,test,12.248145282781019,6.273902549022607,277.7524,289.64377,0.0015527611,0.0078157364,0.0027587511,0.0012036624,300,0,
ct_d_fire_0113/case_ts003,ct_d_fire_0113,case_ts003,D_fire,40.29821,-7.2339,solved,300,gold,test,10.46802960890221,3.3715176053705593,288.52005,301.64323,0.0017390887,0.012495175,0.0053057075,0.0046184566,300,0,
ct_d_fire_0113/case_ts004,ct_d_fire_0113,case_ts004,D_fire,40.29821,-7.2339,solved,300,gold,test,8.744040030366866,3.4201267998076395,287.74173,307.19897,0.0048341224,0.0092618626,0.00032653638,0.0011622454,300,0,
ct_d_fire_0113/case_ts005,ct_d_fire_0113,case_ts005,D_fire,40.29821,-7.2339,solved,300,gold,test,15.967827668639579,7.113978475202404,287.1606,300.54641,0.0032480961,0.011537443,0.0033878337,0.0020732455,300,0,
ct_d_fire_0113/case_ts006,ct_d_fire_0113,case_ts006,D_fire,40.29821,-7.2339,solved,300,gold,test,18.31716196859521,8.371770715253742,285.19789,302.26355,0.0046245576,0.010907845,0.00055680986,0.0022016933,300,0,
ct_d_fire_0113/case_ts007,ct_d_fire_0113,case_ts007,D_fire,40.29821,-7.2339,solved,300,gold,test,23.888746833668648,12.161920701551892,287.05735,299.58463,0.0031179337,0.010935545,0.00096407732,0.0018060711,300,0,
ct_d_fire_0113/case_ts008,ct_d_fire_0113,case_ts008,D_fire,40.29821,-7.2339,solved,300,gold,test,8.39565642532036,5.599248462694208,282.65681,303.46455,0.0044484215,0.0083959852,0.0010613261,0.001412422,300,0,
ct_d_fire_0113/case_ts009,ct_d_fire_0113,case_ts009,D_fire,40.29821,-7.2339,solved,300,gold,test,8.45685458663605,2.524357915597829,289.95222,311.58707,0.0048149598,0.0069315982,0.00041664393,0.0041291827,300,0,
ct_d_fire_0113/case_ts010,ct_d_fire_0113,case_ts010,D_fire,40.29821,-7.2339,solved,300,gold,test,7.137492952271927,5.000646468258827,285.28398,298.88804,0.0025474899,0.0060904456,0.0013538995,0.0013957239,300,0,
ct_d_fire_0113/case_ts011,ct_d_fire_0113,case_ts011,D_fire,40.29821,-7.2339,solved,300,gold,test,9.55943682278488,3.107693457064459,284.9013,296.68655,0.0032324765,0.0068706156,0.0011898035,0.0055563419,300,0,
ct_d_fire_0113/case_ts012,ct_d_fire_0113,case_ts012,D_fire,40.29821,-7.2339,solved,300,gold,test,5.521692696796603,1.9351836025432136,284.65325,305.51525,0.0031083437,0.0055099298,0.00031954549,0.0049964795,300,0,
ct_d_fire_0113/case_ts013,ct_d_fire_0113,case_ts013,D_fire,40.29821,-7.2339,solved,300,gold,test,7.889882233248538,3.9523893231752076,283.66851,302.70874,0.0045695991,0.010936001,0.00034307136,0.0021407477,300,0,
ct_d_fire_0113/case_ts014,ct_d_fire_0113,case_ts014,D_fire,40.29821,-7.2339,solved,300,gold,test,11.968061369315192,5.145843470411101,279.36249,296.49927,0.0024782205,0.0078860529,0.00064570646,0.0024321975,300,0,
ct_d_fire_0134/case_ts000,ct_d_fire_0134,case_ts000,D_fire,39.16918,16.29585,early_converged,1000,gold,train,8.48905127046898,4.486469881477445,276.90233,291.92989,0.0026357802,0.0076190706,0.00043713685,0.001402187,1000,0,
ct_d_fire_0134/case_ts001,ct_d_fire_0134,case_ts001,D_fire,39.16918,16.29585,solved,300,gold,train,7.875129227605,2.793427900894568,279.56905,291.89246,0.0019060839,0.0095488181,0.00066628937,0.0040084478,300,0,
ct_d_fire_0134/case_ts002,ct_d_fire_0134,case_ts002,D_fire,39.16918,16.29585,solved,300,gold,train,14.72420954805129,2.7295598765111264,282.53034,295.55104,0.0018529434,0.011311309,0.00086496276,0.0084724086,300,0,
ct_d_fire_0134/case_ts003,ct_d_fire_0134,case_ts003,D_fire,39.16918,16.29585,solved,300,gold,train,9.845813155883134,2.8278214789145393,284.9164,297.89338,0.0051075161,0.01310582,0.00044725183,0.001939629,300,0,
ct_d_fire_0134/case_ts004,ct_d_fire_0134,case_ts004,D_fire,39.16918,16.29585,solved,300,gold,train,16.00431350047405,7.182777924164322,279.53417,295.01455,0.0031148374,0.010453361,0.00070447256,0.0028871414,300,0,
ct_d_fire_0134/case_ts005,ct_d_fire_0134,case_ts005,D_fire,39.16918,16.29585,solved,300,gold,train,9.562101567557514,3.720831149927272,280.72513,296.80349,0.0058911043,0.012241113,0.00018951377,0.0030739726,300,0,
ct_d_fire_0134/case_ts006,ct_d_fire_0134,case_ts006,D_fire,39.16918,16.29585,solved,300,gold,train,9.287876901753346,3.8183466303428077,290.51935,304.10987,0.003114967,0.011096139,0.0018564249,0.0015970223,300,0,
ct_d_fire_0134/case_ts007,ct_d_fire_0134,case_ts007,D_fire,39.16918,16.29585,solved,300,gold,train,10.242528337898845,3.440466205862777,281.24113,295.59211,0.0056120012,0.012794542,0.00038330393,0.0034177892,300,0,
ct_d_fire_0134/case_ts008,ct_d_fire_0134,case_ts008,D_fire,39.16918,16.29585,solved,300,gold,train,4.620506345277115,2.7005637068215504,283.82818,298.74472,0.0075314091,0.0147651,0.00058652598,0.0028532301,300,0,
ct_d_fire_0134/case_ts009,ct_d_fire_0134,case_ts009,D_fire,39.16918,16.29585,solved,300,gold,train,16.751431447384604,5.990223933862009,286.50146,303.00454,0.0052712204,0.013351765,0.0012711206,0.0013889247,300,0,
ct_d_fire_0134/case_ts010,ct_d_fire_0134,case_ts010,D_fire,39.16918,16.29585,solved,300,gold,train,6.616050075510037,3.7531126810116273,282.55488,299.09381,0.0069984258,0.014673381,0.00039350389,0.0022973594,300,0,
ct_d_fire_0134/case_ts011,ct_d_fire_0134,case_ts011,D_fire,39.16918,16.29585,solved,300,gold,train,9.784862723230212,1.8626196242395139,285.89062,298.2169,0.0043856916,0.014042895,0.00017539955,0.0044371012,300,0,
ct_d_fire_0134/case_ts012,ct_d_fire_0134,case_ts012,D_fire,39.16918,16.29585,solved,300,gold,train,12.81897540961353,3.220383859043228,281.19232,293.13118,0.001074212,0.010300567,0.00066717209,0.0014684114,300,0,
ct_d_fire_0134/case_ts013,ct_d_fire_0134,case_ts013,D_fire,39.16918,16.29585,solved,300,silver,train,4.032311392232388,0.7338547083824497,278.28371,291.26516,0.0012640477,0.007277588,0.00025346999,0.010338438,300,1,Ux_residual=1.03e-02
ct_d_fire_0134/case_ts014,ct_d_fire_0134,case_ts014,D_fire,39.16918,16.29585,solved,300,gold,train,13.768937590655007,6.341141813323822,281.25183,294.65564,0.0080201115,0.012171033,0.0013575738,0.0014098244,300,0,
ct_d_fire_0159/case_ts000,ct_d_fire_0159,case_ts000,D_fire,38.60185,23.29143,early_converged,1000,gold,val,9.294622192237053,3.3879159014328115,276.02058,291.02698,0.0041485231,0.0063090887,0.0017196817,0.0019416825,1000,0,
ct_d_fire_0159/case_ts001,ct_d_fire_0159,case_ts001,D_fire,38.60185,23.29143,solved,300,gold,val,7.749936600717165,1.8257370949118406,279.28021,298.93511,0.0043232767,0.008032778,0.00030840361,0.0018577119,300,0,
ct_d_fire_0159/case_ts002,ct_d_fire_0159,case_ts002,D_fire,38.60185,23.29143,solved,300,gold,val,7.134254545536307,1.6427586509093273,276.51659,295.54419,0.004578419,0.011489623,0.00031597289,0.0046251659,300,0,
ct_d_fire_0159/case_ts003,ct_d_fire_0159,case_ts003,D_fire,38.60185,23.29143,solved,300,gold,val,10.928141385535977,5.067726570497282,277.21565,293.85994,0.0035576787,0.0085571145,0.0004082057,0.0029183051,300,0,
ct_d_fire_0159/case_ts004,ct_d_fire_0159,case_ts004,D_fire,38.60185,23.29143,solved,300,gold,val,10.555315121884403,2.3258004207192022,286.71495,305.28034,0.007343784,0.014341912,0.00099599896,0.0075608634,300,0,
ct_d_fire_0159/case_ts005,ct_d_fire_0159,case_ts005,D_fire,38.60185,23.29143,solved,300,gold,val,11.828575536278302,3.1900613992144096,288.6448,308.06193,0.006221371,0.012657216,0.0011661306,0.0047686301,300,0,
ct_d_fire_0159/case_ts006,ct_d_fire_0159,case_ts006,D_fire,38.60185,23.29143,solved,300,gold,val,6.6638288067367535,1.8056217475315732,280.77993,297.76306,0.0082153358,0.01027611,0.00087173613,0.0073196529,300,0,
ct_d_fire_0159/case_ts007,ct_d_fire_0159,case_ts007,D_fire,38.60185,23.29143,solved,300,gold,val,12.429067871565117,6.540134735110892,279.83487,297.31764,0.0072760862,0.0116953,0.00054235355,0.0012101579,300,0,
ct_d_fire_0159/case_ts008,ct_d_fire_0159,case_ts008,D_fire,38.60185,23.29143,solved,300,gold,val,9.262397588247183,2.3559732451770214,282.45303,296.11215,0.005966187,0.013505365,0.00032735096,0.0083105738,300,0,
ct_d_fire_0159/case_ts009,ct_d_fire_0159,case_ts009,D_fire,38.60185,23.29143,solved,300,gold,val,12.629723806012073,3.7880434635968543,282.67694,304.10392,0.007882865,0.01285489,0.0013303624,0.0067344289,300,0,
ct_d_fire_0159/case_ts010,ct_d_fire_0159,case_ts010,D_fire,38.60185,23.29143,solved,300,gold,val,14.540216514028428,8.37508362826911,283.01847,300.10447,0.0053373357,0.013500521,0.00070573287,0.00051844703,300,0,
ct_d_fire_0159/case_ts011,ct_d_fire_0159,case_ts011,D_fire,38.60185,23.29143,solved,300,gold,val,19.93264622681266,10.907366596633162,281.41258,300.61198,0.0046454299,0.012692719,0.0027838554,0.00058527831,300,0,
ct_d_fire_0159/case_ts012,ct_d_fire_0159,case_ts012,D_fire,38.60185,23.29143,solved,300,gold,val,5.842943776823542,2.38863952178173,281.98236,300.27032,0.0089579167,0.015106908,0.00035839755,0.0068251663,300,0,
ct_d_fire_0159/case_ts013,ct_d_fire_0159,case_ts013,D_fire,38.60185,23.29143,solved,300,gold,val,7.7799542332823295,2.1644928959704863,287.78379,307.15818,0.0076255547,0.012134781,0.00043991824,0.0019616276,300,0,
ct_d_fire_0159/case_ts014,ct_d_fire_0159,case_ts014,D_fire,38.60185,23.29143,solved,300,gold,val,10.251854673672625,4.727754783753677,282.15867,303.21875,0.005943643,0.0087268256,0.0010046216,0.00089733301,300,0,
ct_d_fire_0179/case_ts000,ct_d_fire_0179,case_ts000,D_fire,38.3574,24.36319,early_converged,1000,gold,train,6.902075521428525,2.206230397900953,283.609,291.53308,0.0033028318,0.010146946,0.00033202291,0.0011110334,1000,0,
ct_d_fire_0179/case_ts001,ct_d_fire_0179,case_ts001,D_fire,38.3574,24.36319,solved,300,gold,train,16.744471054572983,6.841514033865516,285.01825,294.90859,0.0042705474,0.010957528,0.00057693971,0.00083653027,300,0,
ct_d_fire_0179/case_ts002,ct_d_fire_0179,case_ts002,D_fire,38.3574,24.36319,solved,300,silver,train,9.298382133741542,2.678177913808262,275.87383,291.13074,0.003192189,0.0071109219,0.0016372931,0.010247158,300,1,Ux_residual=1.02e-02
ct_d_fire_0179/case_ts003,ct_d_fire_0179,case_ts003,D_fire,38.3574,24.36319,solved,300,gold,train,13.178504685085892,4.601201197914897,283.46138,297.54567,0.0055382411,0.01228937,0.00073152885,0.0050910484,300,0,
ct_d_fire_0179/case_ts004,ct_d_fire_0179,case_ts004,D_fire,38.3574,24.36319,solved,300,gold,train,32.37980483051046,3.420124477755916,284.91576,299.59076,0.0066342976,0.014665126,0.0039843246,0.0038869337,300,0,
ct_d_fire_0179/case_ts005,ct_d_fire_0179,case_ts005,D_fire,38.3574,24.36319,solved,300,gold,train,17.898376673284464,6.121204747615435,281.65732,299.06049,0.0064728345,0.013955164,0.0014276894,0.0028052469,300,0,
ct_d_fire_0179/case_ts006,ct_d_fire_0179,case_ts006,D_fire,38.3574,24.36319,solved,300,gold,train,11.326109416930848,5.073770973912534,286.31033,299.52241,0.0067838192,0.014191872,0.00098270047,0.0020682134,300,0,
ct_d_fire_0179/case_ts007,ct_d_fire_0179,case_ts007,D_fire,38.3574,24.36319,solved,300,gold,train,12.983883345540931,3.042940817802808,287.8633,302.46205,0.0082280042,0.014349815,0.00054043098,0.0047009881,300,0,
ct_d_fire_0179/case_ts008,ct_d_fire_0179,case_ts008,D_fire,38.3574,24.36319,solved,300,gold,train,19.106917916323813,11.244639009021347,286.63954,297.84844,0.0049621426,0.01268462,0.0016250227,0.0018391516,300,0,
ct_d_fire_0179/case_ts009,ct_d_fire_0179,case_ts009,D_fire,38.3574,24.36319,solved,300,gold,train,14.421927359143314,5.952453309396882,285.67643,298.45088,0.0044079897,0.015453036,0.00051064992,0.0028518419,300,0,
ct_d_fire_0179/case_ts010,ct_d_fire_0179,case_ts010,D_fire,38.3574,24.36319,solved,300,gold,train,23.616591308856204,8.416422851813786,288.37544,298.7225,0.0034130596,0.015360411,0.0024406239,0.004770121,300,0,
